museum_id,name,city,state,country,lat,lng,address,website_url,opening_hours,has_full_content,hero_image_url,tags,hightlight
kentucky-music-hall-of-fame-and-museum-mt-vernon-us,Kentucky Music Hall of Fame & Museum,Mt. Vernon,Kentucky,United States,37.389789,-84.331681,"Kentucky Music Hall of Fame & Museum, 2590, Richmond Street, Renfro Valley, Mount Vernon, Rockcastle County, Kentucky, 40456, United States",https://kentuckymusichalloffame.com/,See website,FALSE,https://logo.clearbit.com/kentuckymusichalloffame.com?size=512,history,FALSE
kentucky-science-center-louisville-us,Kentucky Science Center,Louisville,Kentucky,United States,38.257653,-85.762556,"Kentucky Science Center, 727, West Main Street, Louisville, Jefferson County, Kentucky, 40202, United States",https://kysciencecenter.org/,See website,FALSE,https://logo.clearbit.com/kysciencecenter.org?size=512,science,FALSE
kmac-museum-louisville-us,KMAC Museum,Louisville,Kentucky,United States,38.257360,-85.762200,"KMAC Museum, 715, West Main Street, Louisville, Jefferson County, Kentucky, 40202, United States",https://www.kmacmuseum.org/,Tu-Su 10:00-17:00,FALSE,https://logo.clearbit.com/kmacmuseum.org?size=512,history,FALSE
lexington-childrens-museum-lexington-us,Lexington Children's Museum,Lexington,Kentucky,United States,38.050071,-84.499996,"Lexington Children's Museum, 440, West Short Street, Central Business District, Lexington, Fayette County, Kentucky, 40507, United States",https://lexingtonchildrensmuseum.org/,Mo-Sa 10:00-17:00; Su 13:00-17:00,FALSE,https://logo.clearbit.com/lexingtonchildrensmuseum.org?size=512,history,FALSE
lexington-history-museum-lexington-us,Lexington History Museum,Lexington,Kentucky,United States,38.047758,-84.497743,"Lexington History Museum, West Short Street, Central Business District, Lexington, Fayette County, Kentucky, 40707, United States",https://www.lexhistory.org/,See website,FALSE,https://logo.clearbit.com/lexhistory.org?size=512,history,FALSE
liberty-hall-historic-site-frankfort-us,Liberty Hall Historic Site,Frankfort,Kentucky,United States,38.200905,-84.873284,"Frankfort, Franklin County, Kentucky, United States",https://libertyhall.org/,See website,FALSE,https://logo.clearbit.com/libertyhall.org?size=512,history,FALSE
mary-todd-lincoln-house-lexington-us,Mary Todd Lincoln House,Lexington,Kentucky,United States,38.051300,-84.502766,"Mary Todd Lincoln House, Tucker Street, Western Suburb, Lexington, Fayette County, Kentucky, 40707, United States",https://www.mtlhouse.org/,See website,FALSE,https://logo.clearbit.com/mtlhouse.org?size=512,history,FALSE
shaker-village-of-pleasant-hill-harrodsburg-us,Shaker Village of Pleasant Hill,Harrodsburg,Kentucky,United States,37.818833,-84.738413,"Shaker Village of Pleasant Hill, 3501, Lexington Road, Shakertown, Harrodsburg, Mercer County, Kentucky, 40330, United States",https://shakervillageky.org/,See website,FALSE,https://logo.clearbit.com/shakervillageky.org?size=512,history,FALSE
the-childrens-museum-monroe-us,The Children's Museum,Monroe,Louisiana,United States,32.502547,-92.116219,"Monroe, Ouachita Parish, Louisiana, United States",https://www.nelcm.org/,See website,FALSE,https://logo.clearbit.com/nelcm.org?size=512,history,FALSE
childrens-museum-of-acadiana-lafayette-us,Children's Museum of Acadiana,Lafayette,Louisiana,United States,30.225141,-92.017325,"Children's Museum of Acadiana, Polk Street, Arbolada Addition, Lafayette, Lafayette Parish, Louisiana, 70501, United States",https://www.childrensmuseumofacadiana.com/,See website,FALSE,https://logo.clearbit.com/childrensmuseumofacadiana.com?size=512,history,FALSE
the-childrens-museum-at-port-wonder-lake-charles-us,The Children's Museum at Port Wonder,Lake Charles,Louisiana,United States,30.230510,-93.216981,"Lake Charles, Calcasieu Parish, Louisiana, United States",https://www.swlakids.org/,See website,FALSE,https://logo.clearbit.com/swlakids.org?size=512,history,FALSE
childrens-museum-of-st-tammany-mandeville-us,Children's Museum of St. Tammany,Mandeville,Louisiana,United States,30.418245,-90.045277,"Children's Museum of St. Tammany, 21404, Koop Road, Mandeville, St. Tammany Parish, Louisiana, 70471, United States",https://cmstkids.org/,See website,FALSE,https://logo.clearbit.com/cmstkids.org?size=512,history,FALSE
contemporary-arts-center-new-orleans-us,Contemporary Arts Center New Orleans,New Orleans,Louisiana,United States,29.943804,-90.070765,"Contemporary Arts Center, Camp Street, Central Business District, French Quarter, New Orleans, Orleans Parish, Louisiana, 70130, United States",https://cacno.org/,See website,FALSE,https://logo.clearbit.com/cacno.org?size=512,art,FALSE
the-icons-museum-covington-us,THE ICONS MUSEUM,Covington,Louisiana,United States,30.475352,-90.101047,"Covington, St. Tammany Parish, Louisiana, United States",https://www.iconsmuseum.org/,See website,FALSE,https://logo.clearbit.com/iconsmuseum.org?size=512,history,FALSE
knock-knock-childrens-museum-baton-rouge-us,Knock Knock Children's Museum,Baton Rouge,Louisiana,United States,30.449416,-91.186966,"Baton Rouge, East Baton Rouge Parish, Louisiana, United States",http://knockknockmuseum.org/,See website,FALSE,https://logo.clearbit.com/knockknockmuseum.org?size=512,history,FALSE
longue-vue-house-and-gardens-new-orleans-us,Longue Vue House and Gardens,New Orleans,Louisiana,United States,29.976761,-90.123364,"Longue Vue House and Gardens, 7, Bamboo Road, Hollygrove, New Orleans, Orleans Parish, Louisiana, 70118, United States",https://longuevue.com/,Mo-Sa 10:00-17:00; Su 13:00-17:00,FALSE,https://logo.clearbit.com/longuevue.com?size=512,nature,FALSE
louisiana-childrens-museum-new-orleans-us,Louisiana Children's Museum,New Orleans,Louisiana,United States,29.989950,-90.094019,"Louisiana Children's Museum, 15, Henry Thomas Drive, Faubourg St. John, New Orleans, Orleans Parish, Louisiana, 70119, United States",https://www.lcm.org/,We-Sa 09:30-16:30; Su 11:30-16:30; Mo-Tu closed,FALSE,https://logo.clearbit.com/lcm.org?size=512,history,FALSE
lsu-museum-of-art-baton-rouge-us,LSU Museum of Art,Baton Rouge,Louisiana,United States,30.447698,-91.188788,"LSU Museum of Art, 100, Lafayette Street, Devall Town, Downtown Development District, Baton Rouge, East Baton Rouge Parish, Louisiana, 70801, United States",https://www.lsumoa.org/,"Tu-Sa 10:00-17:00; Th,Fr 10:00-20:00; Su 13:00-17:00",FALSE,https://logo.clearbit.com/lsumoa.org?size=512,art,FALSE
maritime-museum-louisiana-madisonville-us,Maritime Museum Louisiana,Madisonville,Louisiana,United States,30.397858,-90.156542,"Maritime Museum Louisiana, 133, Mabel Drive, Madisonville, St. Tammany Parish, Louisiana, 70447, United States",https://maritimemuseumlouisiana.org/,Tu-Fr 13:00-16:00; Sa 10:00-16:00,FALSE,https://logo.clearbit.com/maritimemuseumlouisiana.org?size=512,history,FALSE
ogden-museum-of-southern-art-new-orleans-us,Ogden Museum of Southern Art,New Orleans,Louisiana,United States,29.943572,-90.071343,"Ogden Museum of Southern Art, 925, Camp Street, Central Business District, French Quarter, New Orleans, Orleans Parish, Louisiana, 70130, United States",https://ogdenmuseum.org/,Mo-Su 10:00-17:00,FALSE,https://logo.clearbit.com/ogdenmuseum.org?size=512,art,FALSE
sci-port-discovery-center-shreveport-us,Sci-Port Discovery Center,Shreveport,Louisiana,United States,32.513536,-93.747784,"Shreveport, Caddo Parish, Louisiana, United States",https://sci-port.org/,See website,FALSE,https://logo.clearbit.com/sci-port.org?size=512,science,FALSE
tree-house-childrens-museum-alexandria-us,T.R.E.E. House Children's Museum,Alexandria,Louisiana,United States,31.309472,-92.441613,"T.R.E.E. House Children's Museum, 2nd Street, Alexandria, Rapides Parish, Louisiana, 71302, United States",http://kidtreehouse.org/,See website,FALSE,https://logo.clearbit.com/kidtreehouse.org?size=512,history,FALSE
abbe-museum-bar-harbor-us,Abbe Museum,Bar Harbor,Maine,United States,44.386869,-68.206006,"Abbe Museum, 26, Mount Desert Street, Bar Harbor, Hancock County, Maine, 04609, United States",https://www.abbemuseum.org/,See website,FALSE,https://logo.clearbit.com/abbemuseum.org?size=512,history,FALSE
brick-store-museum-kennebunk-us,Brick Store Museum,Kennebunk,Maine,United States,43.387420,-70.537201,"Brick Store Museum, 117, Main Street, Kennebunk, York County, Maine, 04043, United States",https://brickstoremuseum.org/,See website,FALSE,https://logo.clearbit.com/brickstoremuseum.org?size=512,history,FALSE
childrens-museum-and-theatre-of-maine-portland-us,Children's Museum & Theatre of Maine,Portland,Maine,United States,43.650730,-70.290768,"Children's Museum & Theatre of Maine, 250, Thompsons Point Road, Thompsons Point, Portland, Cumberland County, Maine, 04102, United States",http://www.kitetails.org/,We-Su 09:00-16:00,FALSE,https://logo.clearbit.com/kitetails.org?size=512,history,FALSE
coastal-maine-botanical-gardens-boothbay-us,Coastal Maine Botanical Gardens,Boothbay,Maine,United States,43.873689,-69.660732,"Coastal Maine Botanical Gardens, Barters Island Road, Boothbay, Lincoln County, Maine, 04575, United States",https://www.mainegardens.org/,See website,FALSE,https://logo.clearbit.com/mainegardens.org?size=512,nature,FALSE
fifth-maine-museum-peaks-island-us,Fifth Maine Museum,Peaks Island,Maine,United States,43.652746,-70.193061,"Fifth Maine Regiment Museum, 45, Seashore Avenue, Peaks Island, Portland, Cumberland County, Maine, 04108, United States",https://www.fifthmainemuseum.org/,See website,FALSE,https://logo.clearbit.com/fifthmainemuseum.org?size=512,history,FALSE
franco-center-lewiston-us,Franco Center,Lewiston,Maine,United States,44.091563,-70.219166,"Franco Center, 46, Cedar Street, Lewiston, Androscoggin County, Maine, 04240, United States",https://francocenter.org/,See website,FALSE,https://logo.clearbit.com/francocenter.org?size=512,history,FALSE
historic-new-england-marrett-house-standish-us,Historic New England – Marrett House,Standish,Maine,United States,43.735879,-70.551453,"Standish, Cumberland County, Maine, 04084, United States",https://www.historicnewengland.org/property/marrett-house/,See website,FALSE,https://logo.clearbit.com/historicnewengland.org?size=512,history,FALSE
historic-new-england-nickels-sortwell-house-wiscasset-us,Historic New England – Nickels-Sortwell House,Wiscasset,Maine,United States,44.002483,-69.664775,"Wiscasset, Lincoln County, Maine, 04578, United States",https://www.historicnewengland.org/property/nickels-sortwell-house/,See website,FALSE,https://logo.clearbit.com/historicnewengland.org?size=512,history,FALSE
historic-new-england-sarah-orne-jewett-house-museum-and-visitor-center-south-berwick-us,Historic New England – Sarah Orne Jewett House Museum and Visitor Center,South Berwick,Maine,United States,43.234482,-70.808940,"South Berwick, York County, Maine, 03908, United States",https://www.historicnewengland.org/property/sarah-orne-jewett-house-museum-and-visitor-center/,See website,FALSE,https://logo.clearbit.com/historicnewengland.org?size=512,history,FALSE
historic-new-england-sayward-wheeler-house-york-harbor-us,Historic New England – Sayward-Wheeler House,York Harbor,Maine,United States,43.143658,-70.653448,"York Harbor, York, York County, Maine, 03911, United States",https://www.historicnewengland.org/property/sayward-wheeler-house/,See website,FALSE,https://logo.clearbit.com/historicnewengland.org?size=512,history,FALSE
lc-bates-museum-hinckley-us,L.C. Bates Museum,Hinckley,Maine,United States,44.685619,-69.632548,"Hinckley, Fairfield, Somerset County, Maine, United States",https://www.gwh.org/lcbates,See website,FALSE,https://logo.clearbit.com/gwh.org?size=512,history,FALSE
maine-discovery-museum-bangor-us,Maine Discovery Museum,Bangor,Maine,United States,44.800048,-68.771820,"Maine Discovery Museum, 74, Main Street, West Market Square Historic District, Bangor, Penobscot County, Maine, 04401, United States",https://www.mainediscoverymuseum.org/,See website,FALSE,https://logo.clearbit.com/mainediscoverymuseum.org?size=512,science,FALSE
maine-historical-society-portland-us,Maine Historical Society,Portland,Maine,United States,43.656840,-70.260337,"Maine Historical Society, 489, Congress Street, Arts District, Portland, Cumberland County, Maine, 04101, United States",https://www.mainehistory.org/,We-Sa 10:00-17:00,FALSE,https://logo.clearbit.com/mainehistory.org?size=512,history,FALSE
maine-lobster-museum-york-us,Maine Lobster Museum,York,Maine,United States,43.422930,-70.654664,"York County, Maine, United States",https://mainelobstermuseum.org/,See website,FALSE,https://logo.clearbit.com/mainelobstermuseum.org?size=512,history,FALSE
maine-maritime-museum-bath-us,Maine Maritime Museum,Bath,Maine,United States,43.893838,-69.815929,"Maine Maritime Museum, 243, Washington Street, Bath, Sagadahoc County, Maine, 04530, United States",https://www.mainemaritimemuseum.org/,"Mo-Su 09:30-17:00; Jan 01,Dec 25 off; Nov Th[4] off",FALSE,https://logo.clearbit.com/mainemaritimemuseum.org?size=512,history,FALSE
maine-mineral-and-gem-museum-bethel-us,Maine Mineral & Gem Museum,Bethel,Maine,United States,44.407673,-70.788560,"Maine Mineral and Gem Museum, 99, Main Street, Bethel, Oxford County, Maine, 04217, United States",https://mainemineralmuseum.org/,See website,FALSE,https://logo.clearbit.com/mainemineralmuseum.org?size=512,history,FALSE
maine-museum-of-innovation-learning-and-labor-lewiston-us,"Maine Museum of Innovation, Learning and Labor",Lewiston,Maine,United States,44.099072,-70.217710,"Lewiston, Androscoggin County, Maine, 04240, United States",https://mainemill.org/,See website,FALSE,https://logo.clearbit.com/mainemill.org?size=512,history,FALSE
the-oceanarium-and-education-center-bar-harbor-us,The Oceanarium and Education Center,Bar Harbor,Maine,United States,44.387638,-68.204336,"Bar Harbor, Hancock County, Maine, United States",https://theoceanarium.org/,See website,FALSE,https://logo.clearbit.com/theoceanarium.org?size=512,history,FALSE
ogunquit-museum-of-american-art-ogunquit-us,Ogunquit Museum of American Art,Ogunquit,Maine,United States,43.233803,-70.588998,"Ogunquit Museum of American Art, 543, Shore Road, York Cliffs, Ogunquit, York County, Maine, 03907, United States",https://ogunquitmuseum.org/,See website,FALSE,https://logo.clearbit.com/ogunquitmuseum.org?size=512,art,FALSE
owls-head-transportation-museum-owls-head-us,Owls Head Transportation Museum,Owls Head,Maine,United States,44.066344,-69.100946,"Owls Head Transportation Museum, 117, Museum Street, Owls Head, Knox County, Maine, 04854, United States",https://owlshead.org/,Mo-Su 10:00-17:00,FALSE,https://logo.clearbit.com/owlshead.org?size=512,history,FALSE
rufus-porter-museum-of-art-and-ingenuity-bridgton-us,Rufus Porter Museum of Art and Ingenuity,Bridgton,Maine,United States,44.054384,-70.708870,"Bridgton, Cumberland County, Maine, 04009, United States",https://www.rufusportermuseum.org/,See website,FALSE,https://logo.clearbit.com/rufusportermuseum.org?size=512,art,FALSE
tate-house-museum-portland-us,Tate House Museum,Portland,Maine,United States,43.657730,-70.312051,"Tate House Museum, 1267, Westbrook Street, Stroudwater, Portland, Cumberland County, Maine, 04102, United States",https://www.tatehouse.org/,See website,FALSE,https://logo.clearbit.com/tatehouse.org?size=512,history,FALSE
victoria-mansion-portland-us,Victoria Mansion,Portland,Maine,United States,43.651535,-70.260738,"Victoria Mansion, 109, Danforth Street, Arts District, Portland, Cumberland County, Maine, 04101, United States",https://victoriamansion.org/,See website,FALSE,https://logo.clearbit.com/victoriamansion.org?size=512,history,FALSE
wilson-museum-castine-us,Wilson Museum,Castine,Maine,United States,44.383969,-68.806124,"Wilson Museum, 107, Perkins Street, Castine, Hancock County, Maine, 04421, United States",https://www.wilsonmuseum.org/,See website,FALSE,https://logo.clearbit.com/wilsonmuseum.org?size=512,history,FALSE
american-visionary-art-museum-baltimore-us,American Visionary Art Museum,Baltimore,Maryland,United States,39.280055,-76.606858,"American Visionary Art Museum, Covington Street Cycletrack, Federal Hill, Baltimore, Maryland, 21203, United States",http://www.avam.org/,See website,FALSE,https://logo.clearbit.com/avam.org?size=512,art,FALSE
annapolis-maritime-museum-and-park-annapolis-us,Annapolis Maritime Museum & Park,Annapolis,Maryland,United States,38.978640,-76.492786,"Annapolis, Anne Arundel County, Maryland, United States",http://www.amaritime.org,See website,FALSE,https://logo.clearbit.com/amaritime.org?size=512,history,FALSE
annmarie-sculpture-garden-and-arts-center-solomons-us,Annmarie Sculpture Garden & Arts Center,Solomons,Maryland,United States,38.335037,-76.462572,"Solomons, Calvert County, Maryland, United States",http://www.annmariegarden.org/,See website,FALSE,https://logo.clearbit.com/annmariegarden.org?size=512,art|nature,FALSE
baltimore-museum-of-industry-baltimore-us,Baltimore Museum of Industry,Baltimore,Maryland,United States,39.273940,-76.600921,"Baltimore Museum of Industry, Boyle Street, Riverside, Baltimore, Maryland, 21231, United States",http://www.thebmi.org/,We-Su 09:00-15:00,FALSE,https://logo.clearbit.com/thebmi.org?size=512,history,FALSE
b-and-o-railroad-museum-baltimore-us,B&O Railroad Museum,Baltimore,Maryland,United States,39.284750,-76.633470,"Baltimore and Ohio Railroad Museum, 901, West Pratt Street, Washington Village/Pigtown, Sowebo, Baltimore, Maryland, 21223, United States",http://www.borail.org/,See website,FALSE,https://logo.clearbit.com/borail.org?size=512,history,FALSE
calvert-marine-museum-solomons-us,Calvert Marine Museum,Solomons,Maryland,United States,38.330935,-76.464255,"Calvert Marine Museum, 14200, South Solomons Island Road, Johnstown, Solomons, Calvert County, Maryland, 20688, United States",https://www.calvertmarinemuseum.com/,See website,FALSE,https://logo.clearbit.com/calvertmarinemuseum.com?size=512,history,FALSE
chesapeake-bay-maritime-museum-st-michaels-us,Chesapeake Bay Maritime Museum,St. Michaels,Maryland,United States,38.788003,-76.223696,"Chesapeake Bay Maritime Museum, 213, North Talbot Street, Saint Michaels, Talbot County, Maryland, 21663, United States",http://cbmm.org/,See website,FALSE,https://logo.clearbit.com/cbmm.org?size=512,history,FALSE
chesapeake-childrens-museum-annapolis-us,Chesapeake Children's Museum,Annapolis,Maryland,United States,38.978640,-76.492786,"Annapolis, Anne Arundel County, Maryland, United States",http://www.theccm.org/,See website,FALSE,https://logo.clearbit.com/theccm.org?size=512,history,FALSE
computer-museum-system-source-hunt-valley-us,Computer Museum @ System Source,Hunt Valley,Maryland,United States,39.485964,-76.663241,"System Source Computer Museum, 338, Clubhouse Road, Hunt Valley, Cockeysville, Baltimore County, Maryland, 21031, United States",https://museum.syssrc.com/,See website,FALSE,https://logo.clearbit.com/museum.syssrc.com?size=512,history,FALSE
discovery-station-hagerstown-us,Discovery Station,Hagerstown,Maryland,United States,39.643012,-77.723089,"Discovery Station, 101, West Washington Street, Hagerstown, Washington County, Maryland, 21740, United States",https://discoverystation.org/,See website,FALSE,https://logo.clearbit.com/discoverystation.org?size=512,science,FALSE
the-fire-museum-of-maryland-lutherville-us,The Fire Museum of Maryland,Lutherville,Maryland,United States,39.421217,-76.626081,"Lutherville, Baltimore County, Maryland, 21204, United States",https://www.firemuseummd.org/,See website,FALSE,https://logo.clearbit.com/firemuseummd.org?size=512,history,FALSE
furnace-town-historic-site-snow-hill-us,Furnace Town Historic Site,Snow Hill,Maryland,United States,38.177063,-75.392696,"Snow Hill, Worcester County, Maryland, 21863, United States",https://www.furnacetown.org/,See website,FALSE,https://logo.clearbit.com/furnacetown.org?size=512,history,FALSE
greenbelt-museum-greenbelt-us,Greenbelt Museum,Greenbelt,Maryland,United States,39.004607,-76.875684,"Greenbelt, Prince George's County, Maryland, 20770, United States",https://www.greenbeltmuseum.org/,See website,FALSE,https://logo.clearbit.com/greenbeltmuseum.org?size=512,history,FALSE
hammond-harwood-house-museum-annapolis-us,Hammond-Harwood House Museum,Annapolis,Maryland,United States,38.978640,-76.492786,"Annapolis, Anne Arundel County, Maryland, United States",https://hammondharwoodhouse.org/,See website,FALSE,https://logo.clearbit.com/hammondharwoodhouse.org?size=512,history,FALSE
historic-london-town-and-gardens-edgewater-us,Historic London Town & Gardens,Edgewater,Maryland,United States,38.940484,-76.541586,"Historic London Town and Gardens, 839, Londontown Road, Oakbluff, Londontown Terrace, Edgewater, Anne Arundel County, Maryland, 21037, United States",https://www.historiclondontown.org/,See website,FALSE,https://logo.clearbit.com/historiclondontown.org?size=512,history|nature,FALSE
historic-rich-hill-bel-alton-us,Historic Rich Hill,Bel Alton,Maryland,United States,38.464012,-76.982751,"Bel Alton, Charles County, Maryland, 20611, United States",https://richhillfriends.org/,See website,FALSE,https://logo.clearbit.com/richhillfriends.org?size=512,history,FALSE
historic-st-marys-city-us,Historic St. Mary's City,St. Mary’s City,Maryland,United States,38.179783,-76.429288,"Historic St. Mary's City, 18751, Hogaboom Lane, Saint Mary's County, Maryland, 20686, United States",https://hsmcdigshistory.org/,Tu-Sa 10:00-18:00,FALSE,https://logo.clearbit.com/hsmcdigshistory.org?size=512,history,FALSE
historic-sotterley-hollywood-us,Historic Sotterley,Hollywood,Maryland,United States,38.338001,-76.560096,"Hollywood, Saint Mary's County, Maryland, 20636, United States",https://www.sotterley.org/,See website,FALSE,https://logo.clearbit.com/sotterley.org?size=512,history,FALSE
irvine-nature-center-owings-mills-us,Irvine Nature Center,Owings Mills,Maryland,United States,39.432970,-76.762858,"Harry & Jeanette Weinberg Irvine Nature Center, 11201, Garrison Forest Road, Owings Mills, Baltimore County, Maryland, 21117, United States",https://www.explorenature.org/,See website,FALSE,https://logo.clearbit.com/explorenature.org?size=512,nature,FALSE
jewish-museum-of-maryland-baltimore-us,Jewish Museum of Maryland,Baltimore,Maryland,United States,39.290251,-76.601142,"Jewish Museum of Maryland, 15, Lloyd Street, Little Italy, Jonestown, Baltimore, Maryland, 21202, United States",http://jewishmuseummd.org/,See website,FALSE,https://logo.clearbit.com/jewishmuseummd.org?size=512,history,FALSE
josiah-henson-museum-and-park-north-bethesda-us,Josiah Henson Museum and Park,North Bethesda,Maryland,United States,39.046129,-77.113010,"North Bethesda, Montgomery County, Maryland, 20852, United States",https://montgomeryparks.org/parks-and-trails/josiah-henson-museum-and-park/,See website,FALSE,https://logo.clearbit.com/montgomeryparks.org?size=512,history,FALSE
kid-museum-bethesda-us,KID Museum,Bethesda,Maryland,United States,38.984312,-77.095831,"KID Museum, 3, Bethesda Metro Kiss and Ride, Downtown Bethesda, Bethesda, Montgomery County, Maryland, 22814, United States",https://kid-museum.org/,See website,FALSE,https://logo.clearbit.com/kid-museum.org?size=512,history,FALSE
ladew-topiary-gardens-monkton-us,Ladew Topiary Gardens,Monkton,Maryland,United States,39.581802,-76.512234,"Ladew Topiary Gardens, 3535, Taylor, Monkton, Harford County, Maryland, 21111, United States",https://ladewgardens.com/,"Th-Mo,PH 09:00-16:00; Tu,PH 09:00-19:00; Jan 01-Mar 31,Nov 01-Dec 31 off",FALSE,https://logo.clearbit.com/ladewgardens.com?size=512,nature,FALSE
the-laurel-museum-laurel-us,The Laurel Museum,Laurel,Maryland,United States,39.098432,-76.848509,"Laurel, Prince George's County, Maryland, 20707, United States",https://www.laurelhistoricalsociety.org/,See website,FALSE,https://logo.clearbit.com/laurelhistoricalsociety.org?size=512,history,FALSE
miller-house-museum-hagerstown-us,Miller House Museum,Hagerstown,Maryland,United States,39.643045,-77.719108,"Hagerstown, Washington County, Maryland, United States",https://washcohistory.org/miller-house/,See website,FALSE,https://logo.clearbit.com/washcohistory.org?size=512,history,FALSE
museum-of-historic-annapolis-us,Museum of Historic Annapolis,Annapolis,Maryland,United States,38.977192,-76.487686,"Museum of Historic Annapolis, 99, Main Street, Annapolis, Anne Arundel County, Maryland, 21412, United States",http://museum.annapolis.org/,See website,FALSE,https://logo.clearbit.com/museum.annapolis.org?size=512,history,FALSE
nasa-goddard-visitor-center-greenbelt-us,NASA Goddard Visitor Center,Greenbelt,Maryland,United States,39.004607,-76.875684,"Greenbelt, Prince George's County, Maryland, 20770, United States",https://www.nasa.gov/goddard/visitor-center/,See website,FALSE,https://logo.clearbit.com/nasa.gov?size=512,history,FALSE
national-electronics-museum-hunt-valley-us,National Electronics Museum,Hunt Valley,Maryland,United States,39.485963,-76.663069,"National Electronics Museum, 338, Clubhouse Road, Hunt Valley, Cockeysville, Baltimore County, Maryland, 21031, United States",https://www.nationalelectronicsmuseum.org/,See website,FALSE,https://logo.clearbit.com/nationalelectronicsmuseum.org?size=512,history,FALSE
natural-history-society-of-maryland-baltimore-us,Natural History Society of Maryland,Baltimore,Maryland,United States,39.357434,-76.527897,"Natural History Society of Maryland, 6908, Belair Road, Fullerton Heights, Overlea, Baltimore County, Maryland, 21206, United States",https://www.marylandnature.org/,"We 14:00-18:00; Th 10:00-14:00; Fr-Tu ""By Appointment""",FALSE,https://logo.clearbit.com/marylandnature.org?size=512,history|nature,FALSE
the-patuxent-river-naval-air-museum-and-visitors-center-lexington-park-us,The Patuxent River Naval Air Museum and Visitors Center,Lexington Park,Maryland,United States,38.249417,-76.446997,"Lexington Park, Saint Mary's County, Maryland, 20653, United States",http://www.paxmuseum.com/,See website,FALSE,https://logo.clearbit.com/paxmuseum.com?size=512,history,FALSE
piney-point-lighthouse-museum-and-historic-park-piney-point-us,Piney Point Lighthouse Museum & Historic Park,Piney Point,Maryland,United States,38.149440,-76.521352,"Piney Point, Saint Mary's County, Maryland, United States",https://www.visitstmarysmd.com/site/detail/piney-point-lighthouse-museum-and-historic-park,See website,FALSE,https://logo.clearbit.com/visitstmarysmd.com?size=512,history,FALSE
robinson-nature-center-columbia-us,Robinson Nature Center,Columbia,Maryland,United States,39.190330,-76.894740,"Robinson Nature Center, Harriet Tubman Lane, La Isla, Hickory Ridge, Columbia, Howard County, Maryland, 21044, United States",https://www.howardcountymd.gov/recreation-parks/robinson-nature-center,See website,FALSE,https://logo.clearbit.com/howardcountymd.gov?size=512,nature,FALSE
the-star-spangled-banner-flag-house-baltimore-us,The Star Spangled Banner Flag House,Baltimore,Maryland,United States,39.290882,-76.610759,"Baltimore, Maryland, United States",http://www.flaghouse.org/,See website,FALSE,https://logo.clearbit.com/flaghouse.org?size=512,history,FALSE
st-clements-island-museum-coltons-point-us,St. Clement's Island Museum,Coltons Point,Maryland,United States,38.224574,-76.753299,"Coltons Point, Saint Mary's County, Maryland, 20626, United States",https://www.stmarysmd.com/recreate/stclementsisland/,See website,FALSE,https://logo.clearbit.com/stmarysmd.com?size=512,history,FALSE
stop-drop-and-play-childrens-museum-damascus-us,Stop Drop and Play Children's Museum,Damascus,Maryland,United States,39.269473,-77.196889,"Damascus, Montgomery County, Maryland, 20872, United States",http://stopdropandplaychildrensmuseum.org/,See website,FALSE,https://logo.clearbit.com/stopdropandplaychildrensmuseum.org?size=512,history,FALSE
william-paca-house-and-garden-annapolis-us,William Paca House and Garden,Annapolis,Maryland,United States,38.978640,-76.492786,"Annapolis, Anne Arundel County, Maryland, United States",https://www.annapolis.org/other/visit-paca-house,See website,FALSE,https://logo.clearbit.com/annapolis.org?size=512,nature,FALSE
woodlawn-museum-sandy-spring-us,Woodlawn Museum,Sandy Spring,Maryland,United States,39.149552,-77.026922,"Sandy Spring, Montgomery County, Maryland, 20860, United States",https://montgomeryparks.org/parks-and-trails/woodlawn-manor-cultural-park/woodlawn-museum/,See website,FALSE,https://logo.clearbit.com/montgomeryparks.org?size=512,history,FALSE
battleship-cove-fall-river-us,Battleship Cove,Fall River,Massachusetts,United States,41.705327,-71.163389,"Battleship Cove, 5, Water Street, Fall River, Bristol County, Massachusetts, 02721, United States",https://www.battleshipcove.org/,See website,FALSE,https://logo.clearbit.com/battleshipcove.org?size=512,history,FALSE
beneski-museum-of-natural-history-amherst-us,Beneski Museum of Natural History,Amherst,Massachusetts,United States,42.372096,-72.514154,"Beneski Museum of Natural History, 11, Barret Hill Road, Amherst Center, Amherst, Hampshire County, Massachusetts, 01004, United States",https://www.amherst.edu/museums/naturalhistory,Tu-Fr 11:00-16:00; Sa-Su 10:00-17:00,FALSE,https://logo.clearbit.com/amherst.edu?size=512,history|nature,FALSE
berkshire-county-historical-society-at-herman-melvilles-arrowhead-pittsfield-us,Berkshire County Historical Society at Herman Melville's Arrowhead,Pittsfield,Massachusetts,United States,42.448478,-73.254107,"Pittsfield, Berkshire County, Massachusetts, United States",https://berkshirehistory.org/,See website,FALSE,https://logo.clearbit.com/berkshirehistory.org?size=512,history,FALSE
berkshire-museum-pittsfield-us,Berkshire Museum,Pittsfield,Massachusetts,United States,42.447338,-73.253831,"Berkshire Museum, 39, South Street, Pittsfield, Berkshire County, Massachusetts, 01201, United States",http://berkshiremuseum.org/,See website,FALSE,https://logo.clearbit.com/berkshiremuseum.org?size=512,history,FALSE
